"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order","practice_rating","sentence_num","rating","Experiment"
"251567","
        <p style=""font-size:20px;""> Welcome! Thank you for your interest in our study. </p>
        <p style=""font-size:20px;""> This study is being conducted by researchers at Bowdoin College.</p>
        <p style=""font-size:20px;""> In this experiment, you will be asked to rate the accuracy of English and Spanish translations.</p>
        <p style=""font-size:20px;""> The entire experiment should not last more than 20 minutes. You will be paid $3 USD for your participation. </p>
        <p style=""font-size:20px;""> Please click <a href = ""https://drive.google.com/file/d/1L92a02eEKCpaAEipmqDcBCDR7rsarqFE/view?usp=sharing"" target = ""_blank"">here</a> to read the full consent form. </p>
        <p style=""font-size:20px;""> If you agree to participate, please click the button below to continue to experiment instructions.</p>
        ","0","consent","23921","html-button-response","0","251572","0.0-0.0","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"6049","","{""ID"":""5efe0db089ee652c0edd4a3d""}","ID","23921","survey-text","1","257631","0.0-1.0","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"14292","
        <p style=""font-size:20px;""> You are about to begin the practice test. </p>
        <p style=""font-size:20px;""> On each trial, you will see a sentence in English and its corresponding Spanish translation. </p>
        <p style=""font-size:20px;""> You will rate the accuracy of the translation on a scale from ""Not at all accurate"" to ""Very accurate."" </p>
        <p style=""font-size:20px;""> If you rate the translation as ""Somewhat innaccurate"" or ""Not at all accurate,"" you will be asked to provide your own translation or a reason why the translation is inaccurate. </p>
        <p style=""font-size:20px;""> Click the button below to continue to the practice session.</p>","0","instructions","23921","html-button-response","2","271927","0.0-2.0","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"54843","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":1}","practice","23921","survey-likert","3","326775","0.0-3.0-0.0","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","1","","",""
"63568","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":""The translation is innacurate since the word microwave is misspelled and it should have been Tú tiras una bola de boliche sobre un microondas ""}","practice_low_rate","23921","survey-text","4","390350","0.0-3.0-1.0-0.0","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","6","",""
"8828","You see how an artist is running <br> T&uacute ves como un artista est&aacute corriendo","{""Q0"":4}","practice","23921","survey-likert","5","399183","0.0-3.0-0.1","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"8661","You see how a duck is playing with a pumpkin <br> T&uacute ves como un pato est&aacute jugando con una calabaza","{""Q0"":4}","practice","23921","survey-likert","6","407853","0.0-3.0-0.2","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"22363","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":1}","practice","23921","survey-likert","7","430225","0.0-3.0-0.3","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","1","","",""
"22241","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":""Tú tiras una piedra sobre un teléfono""}","practice_low_rate","23921","survey-text","8","452473","0.0-3.0-1.3-0.3","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","1","",""
"295774","You see how a teacher is drawing a picture <br> T&uacute ves como un maestro pinta una foto","{""Q0"":0}","practice","23921","survey-likert","9","748248","0.0-3.0-0.4","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","0","","",""
"20077","You see how a teacher is drawing a picture <br> T&uacute ves como un maestro pinta una foto","{""Q0"":""Tú ves como un maestro está dibujando una foto""}","practice_low_rate","23921","survey-text","10","768335","0.0-3.0-1.4-0.4","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","4","",""
"39208","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":0}","practice","23921","survey-likert","11","807545","0.0-3.0-0.5","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","0","","",""
"1623","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":""Tú ves como un tigre está jugando con un ganso""}","practice_low_rate","23921","survey-text","12","809177","0.0-3.0-1.5-0.5","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","5","",""
"171069","<p style=""font-size:20px;"">You have now completed the practice session! </p>
        <p style=""font-size:20px;"">You will now move on to the main experiment. </p>
        <p style=""font-size:20px;"">Please click the button below to continue. </p>","0","movetoexp","23921","html-button-response","13","980248","0.0-4.0","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"42104","You see how a thief is stealing a wallet <br> T&uacute ves como un ladr&oacuten est&aacute robando una billetera","{""Q0"":3}","trial","23921","survey-likert","14","1022355","0.0-5.0-0.0","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","68","3",""
"57948","You see how a teenage girl is playing the piano <br> T&uacute ves como una ni&ntildea adolescente est&aacute tocando el piano","{""Q0"":3}","trial","23921","survey-likert","15","1080314","0.0-5.0-0.1","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","54","3",""
"79665","You drop a toothbrush on the sponge <br> T&uacute tiras un cepillo de dientes en la esponja","{""Q0"":1}","trial","23921","survey-likert","16","1159986","0.0-5.0-0.2","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","25","1",""
"4280","You drop a toothbrush on the sponge <br> T&uacute tiras un cepillo de dientes en la esponja","{""Q0"":""Tú tiras un cepillo de dientes sobre la esponja""}","low_rate","23921","survey-text","17","1164275","0.0-5.0-1.2-0.2","29","1","2022-11-29 21:24:55","2df368f4e41f066fd1c82c297b4a1108","187.192.4.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","25","",""
