"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order","practice_rating","sentence_num","rating","Experiment"
"8046","
        <p style=""font-size:20px;""> Welcome! Thank you for your interest in our study. </p>
        <p style=""font-size:20px;""> This study is being conducted by researchers at Bowdoin College.</p>
        <p style=""font-size:20px;""> In this experiment, you will be asked to rate the accuracy of English and Spanish translations.</p>
        <p style=""font-size:20px;""> The entire experiment should not last more than 20 minutes. You will be paid $3 USD for your participation. </p>
        <p style=""font-size:20px;""> Please click <a href = ""https://drive.google.com/file/d/1L92a02eEKCpaAEipmqDcBCDR7rsarqFE/view?usp=sharing"" target = ""_blank"">here</a> to read the full consent form. </p>
        <p style=""font-size:20px;""> If you agree to participate, please click the button below to continue to experiment instructions.</p>
        ","0","consent","63444","html-button-response","0","8049","0.0-0.0","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"3068","","{""ID"":""5e9344648401ad03a45600ab""}","ID","63444","survey-text","1","11124","0.0-1.0","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"18080","
        <p style=""font-size:20px;""> You are about to begin the practice test. </p>
        <p style=""font-size:20px;""> On each trial, you will see a sentence in English and its corresponding Spanish translation. </p>
        <p style=""font-size:20px;""> You will rate the accuracy of the translation on a scale from ""Not at all accurate"" to ""Very accurate."" </p>
        <p style=""font-size:20px;""> If you rate the translation as ""Somewhat innaccurate"" or ""Not at all accurate,"" you will be asked to provide your own translation or a reason why the translation is inaccurate. </p>
        <p style=""font-size:20px;""> Click the button below to continue to the practice session.</p>","0","instructions","63444","html-button-response","2","29205","0.0-2.0","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"14863","You see how an artist is running <br> T&uacute ves como un artista est&aacute corriendo","{""Q0"":4}","practice","63444","survey-likert","3","44074","0.0-3.0-0.0","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"44164","You see how a duck is playing with a pumpkin <br> T&uacute ves como un pato est&aacute jugando con una calabaza","{""Q0"":4}","practice","63444","survey-likert","4","88248","0.0-3.0-0.1","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"21780","You see how a teacher is drawing a picture <br> T&uacute ves como un maestro pinta una foto","{""Q0"":3}","practice","63444","survey-likert","5","110033","0.0-3.0-0.2","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","3","","",""
"18659","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":1}","practice","63444","survey-likert","6","128698","0.0-3.0-0.3","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","1","","",""
"75925","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":""Tiras una bola de bolos sobre un microondas.""}","practice_low_rate","63444","survey-text","7","204632","0.0-3.0-1.3-0.3","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","6","",""
"152393","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":1}","practice","63444","survey-likert","8","357027","0.0-3.0-0.4","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","1","","",""
"16022","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":""Dejas caer una piedra en el teléfono.""}","practice_low_rate","63444","survey-text","9","373057","0.0-3.0-1.4-0.4","36","1","2022-11-29 21:25:03","2df368f4e41f066fd1c82c297b4a1108","90.71.166.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","1","",""
