"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order","practice_rating","sentence_num","rating","Experiment"
"31090","
        <p style=""font-size:20px;""> Welcome! Thank you for your interest in our study. </p>
        <p style=""font-size:20px;""> This study is being conducted by researchers at Bowdoin College.</p>
        <p style=""font-size:20px;""> In this experiment, you will be asked to rate the accuracy of English and Spanish translations.</p>
        <p style=""font-size:20px;""> The entire experiment should not last more than 20 minutes. You will be paid $3 USD for your participation. </p>
        <p style=""font-size:20px;""> Please click <a href = ""https://drive.google.com/file/d/1L92a02eEKCpaAEipmqDcBCDR7rsarqFE/view?usp=sharing"" target = ""_blank"">here</a> to read the full consent form. </p>
        <p style=""font-size:20px;""> If you agree to participate, please click the button below to continue to experiment instructions.</p>
        ","0","consent","74793","html-button-response","0","31095","0.0-0.0","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","","","","",""
"8795","","{""ID"":""613a6d934255886d925e0649""}","ID","74793","survey-text","1","39898","0.0-1.0","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","","","","",""
"18728","
        <p style=""font-size:20px;""> You are about to begin the practice test. </p>
        <p style=""font-size:20px;""> On each trial, you will see a sentence in English and its corresponding Spanish translation. </p>
        <p style=""font-size:20px;""> You will rate the accuracy of the translation on a scale from ""Not at all accurate"" to ""Very accurate."" </p>
        <p style=""font-size:20px;""> If you rate the translation as ""Somewhat innaccurate"" or ""Not at all accurate,"" you will be asked to provide your own translation or a reason why the translation is inaccurate. </p>
        <p style=""font-size:20px;""> Click the button below to continue to the practice session.</p>","0","instructions","74793","html-button-response","2","58629","0.0-2.0","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","","","","",""
"15114","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":0}","practice","74793","survey-likert","3","73749","0.0-3.0-0.0","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","[0]","0","","",""
"11222","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":""you""}","practice_low_rate","74793","survey-text","4","84982","0.0-3.0-1.0-0.0","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","","","6","",""
"51012","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":1}","practice","74793","survey-likert","5","135999","0.0-3.0-0.1","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","[0]","1","","",""
"21218","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":""Ves como un tigre está jugando con un ganso""}","practice_low_rate","74793","survey-text","6","157222","0.0-3.0-1.1-0.1","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","","","5","",""
"14444","You see how a teacher is drawing a picture <br> T&uacute ves como un maestro pinta una foto","{""Q0"":3}","practice","74793","survey-likert","7","171670","0.0-3.0-0.2","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","[0]","3","","",""
"8267","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":3}","practice","74793","survey-likert","8","179940","0.0-3.0-0.3","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","[0]","3","","",""
"7492","You see how a duck is playing with a pumpkin <br> T&uacute ves como un pato est&aacute jugando con una calabaza","{""Q0"":4}","practice","74793","survey-likert","9","187439","0.0-3.0-0.4","40","1","2022-11-29 21:25:05","2df368f4e41f066fd1c82c297b4a1108","93.176.134.116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Macintosh","Chrome","103.0.0.0","OS X","10_15_7","[0]","4","","",""
