"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order","practice_rating","sentence_num","rating","Experiment"
"39872","
        <p style=""font-size:20px;""> Welcome! Thank you for your interest in our study. </p>
        <p style=""font-size:20px;""> This study is being conducted by researchers at Bowdoin College.</p>
        <p style=""font-size:20px;""> In this experiment, you will be asked to rate the accuracy of English and Spanish translations.</p>
        <p style=""font-size:20px;""> The entire experiment should not last more than 20 minutes. You will be paid $3 USD for your participation. </p>
        <p style=""font-size:20px;""> Please click <a href = ""https://drive.google.com/file/d/1L92a02eEKCpaAEipmqDcBCDR7rsarqFE/view?usp=sharing"" target = ""_blank"">here</a> to read the full consent form. </p>
        <p style=""font-size:20px;""> If you agree to participate, please click the button below to continue to experiment instructions.</p>
        ","0","consent","58413","html-button-response","0","39875","0.0-0.0","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"3545","","{""ID"":""5f3c202dc59223a250d37f11""}","ID","58413","survey-text","1","43427","0.0-1.0","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"22153","
        <p style=""font-size:20px;""> You are about to begin the practice test. </p>
        <p style=""font-size:20px;""> On each trial, you will see a sentence in English and its corresponding Spanish translation. </p>
        <p style=""font-size:20px;""> You will rate the accuracy of the translation on a scale from ""Not at all accurate"" to ""Very accurate."" </p>
        <p style=""font-size:20px;""> If you rate the translation as ""Somewhat innaccurate"" or ""Not at all accurate,"" you will be asked to provide your own translation or a reason why the translation is inaccurate. </p>
        <p style=""font-size:20px;""> Click the button below to continue to the practice session.</p>","0","instructions","58413","html-button-response","2","65582","0.0-2.0","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"24517","You see how a teacher is drawing a picture <br> T&uacute ves como un maestro pinta una foto","{""Q0"":3}","practice","58413","survey-likert","3","90102","0.0-3.0-0.0","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","3","","",""
"10832","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":0}","practice","58413","survey-likert","4","100938","0.0-3.0-0.1","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","0","","",""
"24697","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":""because playing is not eating""}","practice_low_rate","58413","survey-text","5","125641","0.0-3.0-1.1-0.1","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","5","",""
"9552","You see how a duck is playing with a pumpkin <br> T&uacute ves como un pato est&aacute jugando con una calabaza","{""Q0"":4}","practice","58413","survey-likert","6","135195","0.0-3.0-0.2","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"17074","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":1}","practice","58413","survey-likert","7","152272","0.0-3.0-0.3","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","1","","",""
"8878","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":""microwave es microondas""}","practice_low_rate","58413","survey-text","8","161155","0.0-3.0-1.3-0.3","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","6","",""
"7643","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":4}","practice","58413","survey-likert","9","168800","0.0-3.0-0.4","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"29544","You see how an artist is running <br> T&uacute ves como un artista est&aacute corriendo","{""Q0"":4}","practice","58413","survey-likert","10","198349","0.0-3.0-0.5","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"2396","<p style=""font-size:20px;"">You have now completed the practice session! </p>
        <p style=""font-size:20px;"">You will now move on to the main experiment. </p>
        <p style=""font-size:20px;"">Please click the button below to continue. </p>","0","movetoexp","58413","html-button-response","11","200749","0.0-4.0","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"8391","You see how a pilot is reading a book <br> T&uacute ves como un piloto est&aacute leyendo un libro","{""Q0"":4}","trial","58413","survey-likert","12","209142","0.0-5.0-0.0","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","61","4",""
"9215","You see how a man is shaving his beard <br> T&uacute ves como un hombre se est&aacute afeitando la barba","{""Q0"":4}","trial","58413","survey-likert","13","218361","0.0-5.0-0.1","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","43","4",""
"6066","You see how a thief is stealing a wallet <br> T&uacute ves como un ladr&oacuten est&aacute robando una billetera","{""Q0"":4}","trial","58413","survey-likert","14","224430","0.0-5.0-0.2","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","68","4",""
"5721","You see how a man is boiling potatoes <br> T&uacute ves a un hombre est&aacute hirviendo papas","{""Q0"":4}","trial","58413","survey-likert","15","230156","0.0-5.0-0.3","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","46","4",""
"14408","You drop a cabbage on the table <br> T&uacute tiras una col a la mesa","{""Q0"":1}","trial","58413","survey-likert","16","244567","0.0-5.0-0.4","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","35","1",""
"7363","You drop a cabbage on the table <br> T&uacute tiras una col a la mesa","{""Q0"":""sería \""en la mesa\""""}","low_rate","58413","survey-text","17","251935","0.0-5.0-1.4-0.4","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","35","",""
"67709","You drop a bowling ball on an iPAD <br> T&uacute tiras una bola de boliche a un iPad","{""Q0"":3}","trial","58413","survey-likert","18","319644","0.0-5.0-0.5","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","12","3",""
"62716","You drop a bowling ball on a piece of cake <br> T&uacute tiras una bola de boliche a un trozo de pastel","{""Q0"":2}","trial","58413","survey-likert","19","382365","0.0-5.0-0.6","31","1","2022-11-29 21:24:58","2df368f4e41f066fd1c82c297b4a1108","189.161.152.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","2","2",""
