"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order","practice_rating","sentence_num","rating","Experiment"
"2457","
        <p style=""font-size:20px;""> Welcome! Thank you for your interest in our study. </p>
        <p style=""font-size:20px;""> This study is being conducted by researchers at Bowdoin College.</p>
        <p style=""font-size:20px;""> In this experiment, you will be asked to rate the accuracy of English and Spanish translations.</p>
        <p style=""font-size:20px;""> The entire experiment should not last more than 20 minutes. You will be paid $3 USD for your participation. </p>
        <p style=""font-size:20px;""> Please click <a href = ""https://drive.google.com/file/d/1L92a02eEKCpaAEipmqDcBCDR7rsarqFE/view?usp=sharing"" target = ""_blank"">here</a> to read the full consent form. </p>
        <p style=""font-size:20px;""> If you agree to participate, please click the button below to continue to experiment instructions.</p>
        ","0","consent","19080","html-button-response","0","2458","0.0-0.0","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"5229","","{""ID"":""5d60061e45714d00019ad6a4""}","ID","19080","survey-text","1","7692","0.0-1.0","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"1421","
        <p style=""font-size:20px;""> You are about to begin the practice test. </p>
        <p style=""font-size:20px;""> On each trial, you will see a sentence in English and its corresponding Spanish translation. </p>
        <p style=""font-size:20px;""> You will rate the accuracy of the translation on a scale from ""Not at all accurate"" to ""Very accurate."" </p>
        <p style=""font-size:20px;""> If you rate the translation as ""Somewhat innaccurate"" or ""Not at all accurate,"" you will be asked to provide your own translation or a reason why the translation is inaccurate. </p>
        <p style=""font-size:20px;""> Click the button below to continue to the practice session.</p>","0","instructions","19080","html-button-response","2","9116","0.0-2.0","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"3385","You see how a teacher is drawing a picture <br> T&uacute ves como un maestro pinta una foto","{""Q0"":4}","practice","19080","survey-likert","3","12505","0.0-3.0-0.0","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"5193","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":1}","practice","19080","survey-likert","4","17703","0.0-3.0-0.1","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","1","","",""
"6201","You drop a rock on a phone <br> T&uacute tiras una piedra a un tel&eacutefono","{""Q0"":""Tú tiras una piedra sobre un teléfono""}","practice_low_rate","19080","survey-text","5","23910","0.0-3.0-1.1-0.1","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","1","",""
"5862","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":0}","practice","19080","survey-likert","6","29773","0.0-3.0-0.2","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","0","","",""
"7287","You see how a tiger is playing with a goose <br> T&uacute ves como un le&oacuten come una pizza","{""Q0"":""Tú ves como un tigre juega con un ganso""}","practice_low_rate","19080","survey-text","7","37067","0.0-3.0-1.2-0.2","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","5","",""
"2871","You see how an artist is running <br> T&uacute ves como un artista est&aacute corriendo","{""Q0"":4}","practice","19080","survey-likert","8","39939","0.0-3.0-0.3","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"4244","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":1}","practice","19080","survey-likert","9","44187","0.0-3.0-0.4","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","1","","",""
"7073","You drop a bowling ball on a mircrowave <br> T&uacute tiras una bola de boliche a un horno","{""Q0"":""Tú tiras una bola de bolos sobre un horno""}","practice_low_rate","19080","survey-text","10","51266","0.0-3.0-1.4-0.4","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","6","",""
"2045","You see how a duck is playing with a pumpkin <br> T&uacute ves como un pato est&aacute jugando con una calabaza","{""Q0"":4}","practice","19080","survey-likert","11","53312","0.0-3.0-0.5","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","4","","",""
"1315","<p style=""font-size:20px;"">You have now completed the practice session! </p>
        <p style=""font-size:20px;"">You will now move on to the main experiment. </p>
        <p style=""font-size:20px;"">Please click the button below to continue. </p>","0","movetoexp","19080","html-button-response","12","54631","0.0-4.0","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","","",""
"2718","You see how a parrot is eating an apple <br> T&uacute ves como un loro est&aacute comiendo una manzana","{""Q0"":4}","trial","19080","survey-likert","13","57352","0.0-5.0-0.0","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","58","4",""
"3493","You drop a fork on the plate <br> T&uacute tiras un tenedor al plato","{""Q0"":1}","trial","19080","survey-likert","14","60850","0.0-5.0-0.1","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","26","1",""
"4949","You drop a fork on the plate <br> T&uacute tiras un tenedor al plato","{""Q0"":""Tú tiras un tenedor sobre el plato""}","low_rate","19080","survey-text","15","65804","0.0-5.0-1.1-0.1","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","26","",""
"8895","You drop a cushion on the magazine <br> T&uacute tiras un coj&iacuten a la revista","{""Q0"":1}","trial","19080","survey-likert","16","74701","0.0-5.0-0.2","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","38","1",""
"7639","You drop a cushion on the magazine <br> T&uacute tiras un coj&iacuten a la revista","{""Q0"":""Tú tiras un cojín sobre la revista""}","low_rate","19080","survey-text","17","82346","0.0-5.0-1.2-0.2","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","38","",""
"2983","You see how a donkey is drinking water <br> T&uacute ves como un burro est&aacute bebiendo agua","{""Q0"":4}","trial","19080","survey-likert","18","85331","0.0-5.0-0.3","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","45","4",""
"2881","You see how a nurse is taking a syringe <br> T&uacute ves como una enfermera est&aacute agarrando una jeringuilla","{""Q0"":4}","trial","19080","survey-likert","19","88215","0.0-5.0-0.4","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","48","4",""
"6160","You see how a student is writing on a board <br> T&uacute ves como un estudiante est&aacute escribiendo en la pizarra","{""Q0"":4}","trial","19080","survey-likert","20","94379","0.0-5.0-0.5","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","50","4",""
"9353","You drop a needle on the mouse pad <br> T&uacute tiras una aguja a la alfombrilla para el rat&oacuten","{""Q0"":1}","trial","19080","survey-likert","21","103727","0.0-5.0-0.6","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","42","1",""
"10096","You drop a needle on the mouse pad <br> T&uacute tiras una aguja a la alfombrilla para el rat&oacuten","{""Q0"":""Tú tiras una jeringuilla sobre la alfombra del ratón.""}","low_rate","19080","survey-text","22","113828","0.0-5.0-1.6-0.6","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","42","",""
"5779","You drop a bowling ball on a chocolate muffin <br> T&uacute tiras una bola de boliche a una magdalena de chocolate","{""Q0"":1}","trial","19080","survey-likert","23","119609","0.0-5.0-0.7","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","16","1",""
"9121","You drop a bowling ball on a chocolate muffin <br> T&uacute tiras una bola de boliche a una magdalena de chocolate","{""Q0"":""Tú tiras una bola de bolos sobre una magdalena de chocolate.""}","low_rate","19080","survey-text","24","128736","0.0-5.0-1.7-0.7","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","16","",""
"3708","You see how a dentist is drinking a can of cola <br> T&uacute ves como un dentista est&aacute bebiendo una lata de cola","{""Q0"":4}","trial","19080","survey-likert","25","132445","0.0-5.0-0.8","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","47","4",""
"4549","You drop a bowling ball on a ceramic plate <br> T&uacute tiras una bola de boliche a un plato de cer&aacutemica","{""Q0"":1}","trial","19080","survey-likert","26","136998","0.0-5.0-0.9","57","1","2022-11-29 21:29:18","2df368f4e41f066fd1c82c297b4a1108","77.229.212.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","[0]","","19","1",""
